Name,Municipality,Categories,Rating,Review_Text,Cleaned_Text,Dominant_Topic,Topic_1_ID,Topic_1_Pct,Topic_2_ID,Topic_2_Pct,Topic_3_ID,Topic_3_Pct
D'Suasane Ibai Restaurant,Kuala Terengganu,Restaurant,4.0,Under new management. New menu. More ayam bakar.,new management new menu ayam bakar,1,1,60.07,2,32.78,5,2.16
D'Suasane Ibai Restaurant,Kuala Terengganu,Restaurant,5.0,"Booked a table for 8 families tonight, as soon as we arrived the food had already put on the table waiting for us so it's definitely fast enough for us. Can do duck cycling, balloons for kids etc with affordable prices. So overall we are satisfied with the service and definitely will come again.",booked table family tonight soon arrived already put table waiting definitely fast enough duck cycling balloon kid etc affordable price overall satisfied service definitely come,1,1,70.75,5,25.66,6,1.08
D'Suasane Ibai Restaurant,Kuala Terengganu,Restaurant,5.0,"Very nice hall
F0od is good and delicious
The place is clean & comfortable
Fast services and food received
Got lakeview",hall fod delicious clean comfortable fast service received got lakeview,1,1,79.11,2,14.66,5,1.88
Sedapdough Pizza,Kuala Terengganu,Restaurant,5.0,Best pizza in town so far!,pizza town far,1,1,66.47,5,8.11,6,7.66
Sedapdough Pizza,Kuala Terengganu,Restaurant,5.0,Order beef peperoni pizza take away sahaja. Sedap2 sy suka. For sure boleh repeat,order beef peperoni pizza take away sahaja sedap suka sure boleh repeat,4,4,56.96,5,34.53,1,3.19
Sedapdough Pizza,Kuala Terengganu,Restaurant,5.0,Gode pizzaer. De tog desværre fejl af ordre som vi ellers nævnte flere gange hvad der skulle laves om.,gode pizzaer tog desvrre fejl ordre som ellers nvnte flere gange hvad der skulle laves,1,1,25.2,5,18.05,6,17.11
Sedapdough Pizza,Kuala Terengganu,Restaurant,5.0,"Sangatla sedap pizza dekat sini.... Lembut walaupun lepas 4,5 jam beli.. rasa mmg puas hati sgt2... Macaroni cheese pun padu... Lepas ni wajib g lagi kalau holiday dekat tganu...",sangatla sedap pizza dekat sini lembut walaupun lepas jam beli rasa mmg puas hati sgt macaroni cheese pun padu lepas wajib lagi kalau holiday dekat tganu,4,4,80.96,1,11.1,2,5.98
Sedapdough Pizza,Kuala Terengganu,Restaurant,5.0,pizza sedap👍👍👍boleh repeat lagi,pizza sedapboleh repeat lagi,1,1,78.39,5,5.23,6,4.94
Sedapdough Pizza,Kuala Terengganu,Restaurant,5.0,"Sedap. Cheese tebal dan tak muak. Recommended! Next time nak try pizza lain pulak. Environment okay, aesthetic yang santai dan relax.",sedap cheese tebal dan tak muak recommended next time nak try pizza lain pulak environment okay aesthetic yang santai dan relax,4,4,59.3,1,19.43,6,18.37
Sedapdough Pizza,Kuala Terengganu,Restaurant,5.0,"Sedap dpt harga promo wagyu!
Kalau kenKT lg boleh singgah",sedap dpt harga promo wagyu kalau kenkt boleh singgah,4,4,59.56,2,17.1,5,16.79
Lagenda Restaurant At Raia Hotel & Convention Centre,Kuala Terengganu,Restaurant,5.0,"Excellent food. Buffet breakfast spread was plentiful and nearly all of the dishes tastes super delicious! Menu changes daily, so you'll never be bored of the same food everyday if you had to stay here for a week.

Buffet lunch and dinner are local Malay dishes, changes daily too.

On one of our nights, we tried the Set Makan Malam (Set A) for RM 85/2 pax (pictured). Ikan Siakap Goreng 3 Rasa, Daging Black Pepper, Fishball Soup, Ulam-Ulaman and Sambal Belacan, Telur Dadar, Assorted Fruits and Desserts, Kerabu Mango. Free flow drinks from the buffet section. Maybe we weren't big eaters but my father and I struggled to finish eventhough everything tasted super delish.

Well done and compliments to the chef ❤️",excellent buffet breakfast spread plentiful nearly dish taste super delicious menu change daily youll never bored everyday stay week buffet lunch dinner local malay dish change daily one night tried set makan malam set pax pictured ikan siakap goreng rasa daging black pepper fishball soup ulamulaman sambal belacan telur dadar assorted fruit dessert kerabu mango free flow drink buffet section maybe werent big eater father struggled finish eventhough everything tasted super delish well done compliment chef,1,1,21.21,5,20.82,3,19.55
Lagenda Restaurant At Raia Hotel & Convention Centre,Kuala Terengganu,Restaurant,5.0,"Food is good and yummy. Love the Nasi Minyak here, to my surprise very good variety for salad and local cuisine, very color desserts cakes and jelly pudding, crushed ice perfect for hot weather. Love their keropok lekor, freshly fried. Kids have water play!!!!",yummy love nasi minyak surprise variety salad local cuisine color dessert cake jelly pudding crushed ice perfect hot weather love keropok lekor freshly fried kid water play,6,6,88.84,2,8.92,1,0.84
Lagenda Restaurant At Raia Hotel & Convention Centre,Kuala Terengganu,Restaurant,4.0,Plenty of food choices available. For ala carte a bit pricey however it serves tasty local dishes.,plenty choice available ala carte bit pricey however serf tasty local dish,3,3,55.23,5,39.55,1,1.91
Lagenda Restaurant At Raia Hotel & Convention Centre,Kuala Terengganu,Restaurant,5.0,"Excellent service and fantastic atmosphere. The staff are very friendly, attentive and quick to respond. Food has quite sufficient spread and variety.",excellent service fantastic atmosphere staff friendly attentive quick respond quite sufficient spread variety,3,3,63.77,1,31.95,5,1.24
Lagenda Restaurant At Raia Hotel & Convention Centre,Kuala Terengganu,Restaurant,4.0,"Mula2 smpai agak terkejut sebab honestly kita igtkn mmg one space tu utk family kita tapi bile smpai rupanya bercampur dgn org luar.. N then org yg kita bincang tu kebetulan cuti so mmg x boleh buat apa lh kn.. sadly jugak lh mula2 sbb apa yg kita imagine x sama.. Pastu, tanya staff staff mmg lh tak tahu kn tp bile tanya bos yg handle hari kejadian dia ckp kita mmg full hari ni terpaksa kongsi dgn org lain n then after dia dgr kita ckp dgn loud speaker yg private space is that mean of satu space ni utk kita shj bukan ada org luar baru lh dia ltk penanda yg kita booking dll.. Mula2 mmg agak marah, kecewa semua sedih and after kita keluar skjp utk tenangkan perasaan baru dia ltk, baru dia buat close section maybe dia dgr kita marah kut.. Haha sape x marah bile smpai bnde yg x sama dgn yg kita jgka..makanan pun so far so far je tapi staff dia bagus.. Friendly..",mula smpai agak terkejut sebab honestly kita igtkn mmg one space utk family kita tapi bile smpai rupanya bercampur dgn org luar org kita bincang kebetulan cuti mmg boleh buat apa sadly jugak mula sbb apa kita imagine sama pastu tanya staff staff mmg tak tahu bile tanya bos handle hari kejadian dia ckp kita mmg full hari terpaksa kongsi dgn org lain dia dgr kita ckp dgn loud speaker private space mean satu space utk kita shj bukan ada org luar baru dia ltk penanda kita booking dll mula mmg agak marah kecewa semua sedih kita keluar skjp utk tenangkan perasaan baru dia ltk baru dia buat close section maybe dia dgr kita marah kut haha sape marah bile smpai bnde sama dgn kita jgkamakanan pun far far tapi staff dia bagus friendly,4,4,78.77,3,12.65,1,7.94
Ah Hong Homemade (Ah Hong Cafe),Kuala Terengganu,Restaurant,4.0,"Local eatery, food offered quite nice.

Personally tasted 潮州卤鸡，mildly braised with tinge of sweetness from 冰糖 😍
It also comes with chili to dip with. The chili is the domb! So nice!

Also sells kuehs, selection differs everyday.",local eatery offered quite personally tasted mildly braised tinge sweetness also come chili dip chili domb also sell kuehs selection differs everyday,6,6,60.22,5,36.21,1,1.39
Ah Hong Homemade (Ah Hong Cafe),Kuala Terengganu,Restaurant,5.0,"The food was amazing
Salted fish fried rice is delicious
The rojak also yummy.
Would like go back try other dishes 😋",amazing salted fish fried rice delicious rojak also yummy would like back try dish,6,6,82.71,2,11.64,1,2.1
Ah Hong Homemade (Ah Hong Cafe),Kuala Terengganu,Restaurant,4.0,"An eatery offers various local dishes and kuih. Taste wise could be various from one to another.  However,  my all-time favourite is Nasi Lemak. Their sambal is nice but could be slightly small portion. Open daily and Saturday off",eatery offer various local dish kuih taste wise could various one another however alltime favourite nasi lemak sambal could slightly small portion open daily saturday,2,2,36.82,6,36.8,5,23.8
Ah Hong Homemade (Ah Hong Cafe),Kuala Terengganu,Restaurant,5.0,Good place to have local foods. Variety of choices and food waiting time is short. Laksam is tasty! You can also get some local kuih -muih or desserts like bubur cha-cha,local food variety choice waiting time short laksam tasty also get local kuih muih dessert like bubur chacha,3,3,65.95,6,16.84,1,14.35
Ah Hong Homemade (Ah Hong Cafe),Kuala Terengganu,Restaurant,5.0,"I suggested to my lunch host small eats, local food. This restaurant popped up.
Delicious food! Orders were taken quickly - perhaps too quickly, and the food came quickly. I had keropok lekur with chilli sauce, bubur ikan, rojak papaya salad and kuih pulut sekaya. There was petai too. I wish I could try the pulut lepa but they didn't have it. In the menu, there was a variety of desserts and stir-fried Chinese dishes. Overall costs with one drink inexpensive.

Location in town, it seemed to be family owned.",suggested lunch host small eats local popped delicious order taken quickly perhaps quickly came quickly keropok lekur chilli sauce bubur ikan rojak papaya salad kuih pulut sekaya petai wish could try pulut lepa didnt menu variety dessert stirfried chinese dish overall cost one drink inexpensive location town seemed family owned,3,3,35.3,2,24.29,5,23.92
Ah Hong Homemade (Ah Hong Cafe),Kuala Terengganu,Restaurant,3.0,"A very small local eatery with local delicacies, e.g. Steamed Lekor, local Laksa, Bubur Chacha. Food acceptable, price reasonable, service could be slow during busy hours.",small local eatery local delicacy steamed lekor local laksa bubur chacha acceptable price reasonable service could slow busy hour,3,3,46.58,1,28.05,6,22.9
Ah Hong Homemade (Ah Hong Cafe),Kuala Terengganu,Restaurant,5.0,"Very nice old school shop , drop by having late lunch. Friendly shop member introduced food 😋  Pengat pisang sedap ..no sweet",old school shop drop late lunch friendly shop member introduced pengat pisang sedap sweet,6,6,76.48,2,10.28,4,9.63
Ah Hong Homemade (Ah Hong Cafe),Kuala Terengganu,Restaurant,4.0,Super Good taste of local foods and drinks. Price range reasonable.,super taste local food drink price range reasonable,1,1,93.1,5,1.67,6,1.58
Deelight Restaurant,Kuala Terengganu,Restaurant,5.0,"The decoration is really nice and it's a calm place to gather with your friends, parents here. The food was delicious too. But for me the buttermilk chicken is quite costly, one dish for RM16 😂. The taste was good while the service is not too fast or too slow but still acceptable 👍. Might repeat again next time. Overall, I satisfied and recommend this restaurant for all👍",decoration really calm gather friend parent delicious buttermilk chicken quite costly one dish taste service fast slow still acceptable might repeat next time overall satisfied recommend,1,1,56.35,5,40.91,6,0.83
Deelight Restaurant,Kuala Terengganu,Restaurant,4.0,"We ordered the set menu for 11 pax, and the portions were generous, enough for everyone to enjoy the good food. The restaurant offers fully air-conditioned indoor seating, and the prices were reasonable. Food taste: 4/5 👍🏻",ordered set menu pax portion generous enough everyone enjoy offer fully airconditioned indoor seating price reasonable taste,5,5,83.88,6,11.97,1,1.64
Deelight Restaurant,Kuala Terengganu,Restaurant,4.0,"The place is wide n separate to outdoor in indoor environment with aircond. The food is edible, flavorful. We ordered nasi goreng USA & nasi goreng seafood. Since we just ordered teh o ice, couldn't justify for the drinks. They got various juices wit rm8 per glass or can choose in jug.",wide separate outdoor indoor environment aircond edible flavorful ordered nasi goreng usa nasi goreng seafood since ordered teh ice couldnt justify drink got various juice wit per glass choose jug,5,5,60.69,2,26.07,6,11.52
Deelight Restaurant,Kuala Terengganu,Restaurant,4.0,Good delicious Chinese and Thai  influenced dishes. On the down side the food got cold almost immediately because of the cold weather and cold AC. Tom Yam and fish should be at least served in flame-heated pot/tray.,delicious chinese thai influenced dish side got cold almost immediately cold weather cold tom yam fish least served flameheated pottray,6,6,81.73,1,14.88,5,1.06
Deelight Restaurant,Kuala Terengganu,Restaurant,5.0,"An almost perfect dining experience of Chinese Muslim cuisines in Kuala Terengganu. Food were tasty, service was relatively fast & a surprisingly competitive price. What more could an outstation diner ask for 😁",almost perfect dining experience chinese muslim cuisine kuala tasty service relatively fast surprisingly competitive price could outstation diner ask,3,3,54.45,1,31.83,6,11.41
Deelight Restaurant,Kuala Terengganu,Restaurant,5.0,"Currently the place is empty but it's due to covid19. The food is delicious. The ambience is peaceful. Service is good. We ordered a curry fish, lemon chicken, crispy cuttlefish  and tomyam.  Delicious with different textures and flavors. The chicken and fish were the hilights in my opinion
..",currently empty due covid delicious ambience peaceful service ordered curry fish lemon chicken crispy cuttlefish tomyam delicious different texture flavor chicken fish hilights opinion,5,5,70.71,6,26.95,1,0.93
Deelight Restaurant,Kuala Terengganu,Restaurant,4.0,Good customer service and food quality is good. Still maintain as before. Keep it up.,customer service quality still maintain keep,1,1,87.38,5,3.05,6,2.89
Deelight Restaurant,Kuala Terengganu,Restaurant,4.0,"I went here twice for dinner, and it's good enough I'll say. The menu is mostly brought with rice as it is full of malay food, but the ice blends are really good. There's also steamboat which i haven't tried yet, and noodles. I ordered the buttermilk chicken and it was sweet, which i recommend they change the recipe.

Overall, i would recommend for a simple dinner or lunch.",went twice dinner enough ill say menu mostly brought rice full malay ice blend really there also steamboat havent tried yet noodle ordered buttermilk chicken sweet recommend change recipe overall would recommend simple dinner lunch,5,5,63.34,6,34.42,1,0.88
Indian Food,Kuala Terengganu,Restaurant,5.0,Came here twice but after that it seems like the shop has been closed,came twice seems like shop closed,1,1,66.57,3,22.9,5,3.07
Amirul Thai & Malay Restaurant,Kuala Terengganu,Restaurant,4.0,"Spacious restaurant and variety of authentic thai food. Longer waiting time for masakan panas. Choose your menu wisely otherwise long waiting. Miangpla, soup and kerabu would be faster choice. Taste good.",spacious variety authentic thai longer waiting time masakan panas choose menu wisely otherwise long waiting miangpla soup kerabu would faster choice taste,6,6,51.01,1,24.7,2,12.13
Amirul Thai & Malay Restaurant,Kuala Terengganu,Restaurant,1.0,"Warning. Don't Ever Come Here! Worst service I get in any restaurant ever in whole Malaysia. Expensive too! First, the service is so slow. I request change of menu after 10 minute ordering. They say cant change order. One hour still not get the food. The food also super expensive 1 sup perut with rice rm18. Somtam rm8 with bland taste. Rm13 for a mee celup?! The most expensive mee celup I have ever order. The chicken inside the mee sup also got busuk smell. Parking space is lot but quite far away from the main restaurant. As conclusion, don't ever come here",warning dont ever come worst service get ever whole malaysia expensive first service slow request change menu minute ordering say cant change order one hour still get also super expensive sup perut rice somtam bland taste mee celup expensive mee celup ever order chicken inside mee sup also got busuk smell parking space lot quite far away main conclusion dont ever come,1,1,44.87,5,29.29,2,24.94
Amirul Thai & Malay Restaurant,Kuala Terengganu,Restaurant,1.0,"THE WORST SERVICE EVER ! as you can see from the picture , this was the restaurant condition from when i arrived until i left . no one from the staff cleaned and cleared the table . so where would customers seat ??? on the floor ??? 3 from our orders didn’t arrive and we asked for a refund and fyi the order that didn’t arrive included a plate of white rice ! WHITE RICE ! and when we asked for the refund , the staff didn’t even feel guilty and sorry about it ??? if u guys can’t handle loads of customers then do improvement ASAP",worst service ever see picture condition arrived left one staff cleaned cleared table would customer seat floor order didnt arrive asked refund fyi order didnt arrive included plate white rice white rice asked refund staff didnt even feel guilty sorry guy cant handle load customer improvement asap,1,1,58.62,5,40.02,6,0.41
Amirul Thai & Malay Restaurant,Kuala Terengganu,Restaurant,4.0,"I ordered three-flavor local Barramundi and tom yum. The fish was really tasty, and the price was fair—not too cheap, not too expensive. The tom yum was okay, just average. The service was fast and efficient, and the restaurant had a nice atmosphere with a lot of people. However, parking was a bit of an issue; you might have to park further away if it’s full.",ordered threeflavor local barramundi tom yum fish really tasty price fairnot cheap expensive tom yum okay average service fast efficient atmosphere lot people however parking bit issue might park away full,6,6,44.67,1,38.03,3,15.45
Amirul Thai & Malay Restaurant,Kuala Terengganu,Restaurant,2.0,"bad dining experience. we were approached by a staff which speaks local slang malay, so we had some difficulty ordering food. we tried their specialty, kerabu ikan bilis and sup asam perut muda. when the dishes were served, it took quite a while(roughly15 min) for the white rice. when we wanted to top up dishes, it took even longer. obviously they had forgotten our orders. the kerabu ikan bilis was very salty, the ikan bilis were not peeled, it came as a whole, and the onion, tomatoes and toppings were very little, so instead of kerabu, i felt like i was eating fried ikan bilis. the sup asam perut was too sour for my liking.",bad dining experience approached staff speaks local slang malay difficulty ordering tried specialty kerabu ikan bilis sup asam perut muda dish served took quite whileroughly min white rice wanted top dish took even longer obviously forgotten order kerabu ikan bilis salty ikan bilis peeled came whole onion tomato topping little instead kerabu felt like eating fried ikan bilis sup asam perut sour liking,2,2,42.71,5,26.32,1,20.4
Amirul Thai & Malay Restaurant,Kuala Terengganu,Restaurant,2.0,"Had a bad experience, even when we wanna order, the server already see us raising our hands but was ignored during the 1st few times. We had to call out before they actually acknowledged us. There was no call bell system or whatsoever

Very slow service, even when it was not even full house. Waited almost 45-50 mins. The only thing served were drinks, desserts & a bowl of Maggie. No info or anything from the server, and this is when it is not even full house

However the desserts were good. Had to give that. Probably will not stop by again",bad experience even wanna order server already see raising hand ignored time call actually acknowledged call bell system whatsoever slow service even even full house waited almost min thing served drink dessert bowl maggie info anything server even full house however dessert give probably stop,1,1,73.62,6,20.09,2,4.83
Amirul Thai & Malay Restaurant,Kuala Terengganu,Restaurant,3.0,Moderate crowd. Table of 10. Order sampai about 1 hour. Lupa hantar 1 menu yg di order - nasi putih 1 pinggan. It took 20mnt for me to get nasi putih 1 pinggan. So frustrated. Dh 5 kali tny staff. Definately will come again. But the service really needs to be improved a lot.,moderate crowd table order sampai hour lupa hantar menu order nasi putih pinggan took mnt get nasi putih pinggan frustrated kali tny staff definately come service really need improved lot,4,4,33.28,1,29.07,2,28.71
Amirul Thai & Malay Restaurant,Kuala Terengganu,Restaurant,1.0,"everything were great the first time, nasi air and the lauk were amazing. However, the second time i have to wait an hour for my food to arrive. The staffs were not helpful as well but some of them are nice. Boleh buat kerja cepat sikit kot",everything great first time nasi air lauk amazing however second time wait hour arrive staff helpful well boleh buat kerja cepat sikit kot,1,1,37.58,4,32.32,2,27.08
Mare Nero - The Taaras Redang,Kuala Terengganu,Italian Restaurant,4.0,"As guests of the resort, this restaurant is one of the only options available, pair that with the import fees for ingredients, the price is outrageous. Honestly, I wasn’t expecting the food to be very good. But to my surprise, the 2 dishes I had were really good. The seasonal fish dish and butter chicken were actually great.",guest resort one option available pair import fee ingredient price outrageous honestly wasnt expecting surprise dish really seasonal fish dish butter chicken actually great,5,5,49.56,1,20.81,6,14.7
Mare Nero - The Taaras Redang,Kuala Terengganu,Italian Restaurant,5.0,"The food was great and scrumptious. We tried both cuisines that are Indian and also Italian. Both are good and worth trying. Besides, the environment where you can feel the sea breeze and also is very cozy and relaxing to enjoy your meal there. The staffs are all friendly and helpful.",great scrumptious tried cuisine indian also italian worth trying besides environment feel sea breeze also cozy relaxing enjoy meal staff friendly helpful,3,3,69.31,6,27.0,1,1.37
Mare Nero - The Taaras Redang,Kuala Terengganu,Italian Restaurant,5.0,"A wonderful experience with delicious food. Extremely friendly staffs and chefs, they were very very warm to us.. Probably they are the benchmark for F&B customer service..",wonderful experience delicious extremely friendly staff chef warm probably benchmark customer service,1,1,76.08,3,19.25,5,1.36
Mare Nero - The Taaras Redang,Kuala Terengganu,Italian Restaurant,5.0,"A great find! The dishes are fresh and made to order. Special thanks to Hari and Devndra for their excellent cooking : the dhals, prawns, and rogan josh were all delicious. Everything we tried was full of flavor and beautifully prepared!",great find dish fresh made order special thanks hari devndra excellent cooking dhal prawn rogan josh delicious everything tried full flavor beautifully prepared,6,6,64.83,3,20.96,4,10.95
Mare Nero - The Taaras Redang,Kuala Terengganu,Italian Restaurant,4.0,"The food was great.  We tried Indian cuisines which is good and worth trying. Besides, the environment where you can feel the sea breeze and also is very cozy and relaxing to enjoy your meal there. The staffs are all friendly and helpful. The foods are bit on the expensive side.",great tried indian cuisine worth trying besides environment feel sea breeze also cozy relaxing enjoy meal staff friendly helpful food bit expensive side,3,3,46.18,6,27.81,1,23.7
Mare Nero - The Taaras Redang,Kuala Terengganu,Italian Restaurant,5.0,"Caro è caro,  ma niente di stravolgente considerato che è all'interno della struttura più bella e cara dell'isola, più che i piatti il costo deriva oltre che dal bere, dal fatto che non arriva pane con i piatti italiani e la porzione di naan con quelli indiani e piuttosto scarsa, 1  solo...
Quello che non mi aspettavo è che fosse anche buono!
Abbiamo preso sia piatti indiani che italiani ed entrambi erano ottimi.",caro caro niente stravolgente considerato che allinterno della struttura bella cara dellisola che piatti costo deriva oltre che dal bere dal fatto che non arriva pane con piatti italiani porzione naan con quelli indiani piuttosto scarsa solo quello che non aspettavo che fosse anche buono abbiamo preso sia piatti indiani che italiani entrambi erano ottimi,1,1,35.94,5,24.79,3,23.89
Mare Nero - The Taaras Redang,Kuala Terengganu,Italian Restaurant,5.0,"Nous avons mangé indien dans ce restaurant et avons adoré nos reps dans cet endroit.

Salle et terrasse avec vue mer, magnifique.

Remerciements spéciales à notre serveuse Ayuini: aimable et très souriante, rapide et efficace.",nous avon mang indien dans avon ador no rep dans cet endroit salle terrasse avec vue mer magnifique remerciements spciales notre serveuse ayuini aimable trs souriante rapide efficace,1,1,78.41,5,5.21,6,4.94
Lucky Star Kopitiam,Kuala Terengganu,Restaurant,4.0,"(Price as per year 2025)
Chicken white curry (RM13.90) - 7.5/10
The broth quite tasty and fragrant, portion is ok too.

Cham ice (RM4.50) - 5.5/10
Kinda tasteless IMO, diluted.

Atmosphere is ok, parking within the same street can be limited, there's also parking across the street.",price per year chicken white curry broth quite tasty fragrant portion cham ice kinda tasteless imo diluted atmosphere parking within street limited there also parking across street,5,5,96.79,1,0.99,6,0.67
Lucky Star Kopitiam,Kuala Terengganu,Restaurant,5.0,Clean and welcoming with air conditioning - just nice after a hot day walking along Kampung Cina. Only tried the pork noodles and it was up to expectations. Lots of menu items and it is non-halal.,clean welcoming air conditioning hot day walking along kampung cina tried pork noodle expectation lot menu item nonhalal,5,5,56.15,3,26.99,1,14.26
Lucky Star Kopitiam,Kuala Terengganu,Restaurant,5.0,"Very delicious chinese food found in Kuala Terengganu. Curry noodles with pork skin , seafood curry noodles, cendol …. Nice",delicious chinese found kuala curry noodle pork skin seafood curry noodle cendol,6,6,77.88,5,17.66,1,1.74
Lucky Star Kopitiam,Kuala Terengganu,Restaurant,2.0,"Airconditioned and comfortable. Food is average at much higher price then other shops. Seafood curry noodles, braised pork noodle, thin herbal tea and cendol - close to MYR 50.",airconditioned comfortable average much higher price shop seafood curry noodle braised pork noodle thin herbal tea cendol close myr,6,6,58.58,5,38.6,1,1.11
Lucky Star Kopitiam,Kuala Terengganu,Restaurant,3.0,"This eatery offers varities of Chinese and Western dishes. During my visit, my family members and I tried the dry noodles with minced meat, fried fish crackers, steamed fish cake, fried koay teow, curry noodles, ABC, and cendol.

Each dish was well-prepared, with balanced flavours and fresh ingredients. The dry noodles had a rich, savoury taste complemented by the minced meat, while the curry noodles had a fragrant, mildly spicy broth. The fried koay teow was flavourful with a good wok hei aroma. For dessert, the ABC and cendol were refreshing and satisfying. Overall, the food exceeded expectations and was of commendable quality.",eatery offer varities chinese western dish visit family member tried dry noodle minced meat fried fish cracker steamed fish cake fried koay teow curry noodle abc cendol dish wellprepared balanced flavour fresh ingredient dry noodle rich savoury taste complemented minced meat curry noodle fragrant mildly spicy broth fried koay teow flavourful wok hei aroma dessert abc cendol refreshing satisfying overall exceeded expectation commendable quality,6,6,69.87,5,29.2,1,0.36
Lucky Star Kopitiam,Kuala Terengganu,Restaurant,3.0,"Food taste so so... the taste are like 80-90% of hoe it should be.
I ordered cendol, the ice is rough and i have to ask for more brown sugar, coconut taste probably just milk, not much fragrance.

Overall, can eat but don't expect wow factor.",taste taste like hoe ordered cendol ice rough ask brown sugar coconut taste probably milk much fragrance overall eat dont expect wow factor,6,6,95.42,1,1.41,5,1.0
Lucky Star Kopitiam,Kuala Terengganu,Restaurant,3.0,"Little bit disappointed when the food come not really same as the way they showed in the menu.
Nasi Lemak Pork chop.. the pork chop meat too thin n small.. not worth the price RM15.90 😅 and the Butter Curry chicken also meat very small portion 🫠 Taste are ok buttery curry aroma

Pan Mee/noodle portion still okay
Just not the rice with meat🫠 little bit pricey
Wish can improve little bit about the portion

So far service are ok 👍",little bit disappointed come really way showed menu nasi lemak pork chop pork chop meat thin small worth price butter curry chicken also meat small portion taste buttery curry aroma pan meenoodle portion still okay rice meat little bit pricey wish improve little bit portion far service,5,5,80.57,1,11.97,2,6.45
Lucky Star Kopitiam,Kuala Terengganu,Restaurant,4.0,"The curry laksa is ok, the chicken cutlet fried is ok, just that the chicken is salty, while the kuey teow goreng is a bit light flavour.",curry laksa chicken cutlet fried chicken salty kuey teow goreng bit light flavour,5,5,79.22,2,16.17,1,1.73
Jala Mas Coffee House,Kuala Terengganu,Restaurant,5.0,"Absolutely loved the experience! The staff are wonderfully friendly, lightning-fast in their responses, and the service is top-notch — all set in a warm and welcoming ambiance.",absolutely loved experience staff wonderfully friendly lightningfast response service topnotch set warm welcoming ambiance,3,3,81.35,1,14.37,5,1.24
Jala Mas Coffee House,Kuala Terengganu,Restaurant,5.0,Tempat yang selesa..makanan pun sedap.Dah byk kali repeat hotel ini.,tempat yang selesamakanan pun sedapdah byk kali repeat hotel ini,4,4,74.67,1,16.58,5,2.52
Jala Mas Coffee House,Kuala Terengganu,Restaurant,3.0,"Sehr günstig, viel Auswahl ... aber leider nicht mehr alles heiß und viel Essen, das noch an Buffet und neben dem Tisch herumlag",sehr gnstig viel auswahl aber leider nicht mehr alles hei und viel essen da noch buffet und neben dem tisch herumlag,1,1,89.52,5,2.52,6,2.42
Samsul Racha Tomyam Ala Thai,Kuala Terengganu,Restaurant,5.0,"I ended up eating here 2 days straight during my short vacation. The first night's dinner was unbelievably delicious, so my family and I couldn't resist going back the next day to try more dishes. And guess what? Every single dish we tried was super tasty. I totally recommend this spot. Their family set menu is not just yummy, but also pocket-friendly, which is perfect for big families. Tomyam campur was perfectly balanced, and the siakap masak pedas was crazy good, like a 100% must-try. Bihun kungfu was just right and tasty. Don't miss out on the char kueh teow it’s worth trying. Maggi tomyam brought back memories of flavors from Hatyai. Kailan ikan masin was good, and kerabu sotong had a cool twist. Oh, and the prices? Totally reasonable. Street parking is available.

Shoutout to Haziq from Kedai Kunci Mydin Gong Badak for recommending this place. Thanks to him, my family had an awesome meal!",ended eating day straight short vacation first night dinner unbelievably delicious family couldnt resist going back next day try dish guess every single dish tried super tasty totally recommend spot family set menu yummy also pocketfriendly perfect big family tomyam campur perfectly balanced siakap masak pedas crazy like musttry bihun kungfu right tasty dont miss char kueh teow worth trying maggi tomyam brought back memory flavor hatyai kailan ikan masin kerabu sotong cool twist price totally reasonable street parking available shoutout haziq kedai kunci mydin gong badak recommending thanks family awesome meal,6,6,34.53,3,25.48,5,22.65
Samsul Racha Tomyam Ala Thai,Kuala Terengganu,Restaurant,4.0,The price is reasonable with a large portion of food.. the siakap (sea bream) fish is fresh but the taste of the food can be improved.. the location is close to the main road and there is plenty of parking. Good service & food ordered arrived quickly..,price reasonable large portion siakap sea bream fish fresh taste improved location close main road plenty parking service ordered arrived quickly,6,6,40.48,3,38.81,1,18.86
Samsul Racha Tomyam Ala Thai,Kuala Terengganu,Restaurant,2.0,Came her first time many months back. Their tom yam was alright. Came again today being extremely disappointed. I ordered kuey teow kungfu. The noodles were overfried it became way too crispy. The gravy was obnoxiously sweet. We waited for 50 full minutes for our food thanks to the server who attended to two tables who came much later than us. Hubby ordered kopi o beng but got kopi beng instead. Unlikely would come again,came first time many month back tom yam alright came today extremely disappointed ordered kuey teow kungfu noodle overfried became way crispy gravy obnoxiously sweet waited full minute thanks server attended two table came much later hubby ordered kopi beng got kopi beng instead unlikely would come,1,1,39.96,6,30.39,5,28.35
Samsul Racha Tomyam Ala Thai,Kuala Terengganu,Restaurant,5.0,"Good service, friendly and mouthering food.",service friendly mouthering,1,1,78.41,5,5.21,6,4.94
Samsul Racha Tomyam Ala Thai,Kuala Terengganu,Restaurant,5.0,Very reasonable price (eg: fried rice for 5myr) and their tomyam is very delicious,reasonable price fried rice myr tomyam delicious,6,6,91.34,1,2.66,5,1.88
Samsul Racha Tomyam Ala Thai,Kuala Terengganu,Restaurant,4.0,Come early night to avoid crowd,come early night avoid crowd,6,6,82.22,1,5.49,5,3.85
